,index,TeamName,PointsPerGame_x,Score_x,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownConversions,ThirdDownAttempts,ThirdDownPercentage,RedZoneConversions,RedZoneAttempts,RedZonePercentage,Penalties,PenaltyYards,TimeOfPossession_x,TurnoverDifferential,curYear,nextYear,PointsPerGame_y,RushingYards_x,RushingYardsPerAttempt_x,OpponentTacklesForLoss,OpponentTacklesForLossPercentage,TimesSacked_x,TimesSackedPercentage,OpponentQuarterbackHits,OpponentQuarterbackHitsPercentage,PointsPerGame_x,Score_y,PassingCompletions_x,PassingAttempts,CompletionPercentage,PassingYards_x,PassingYardsPerAttempt_x,PassingYardsPerCompletion,PassingTouchdowns_x,PassingInterceptions,FirstDownsByPassing_x,TimesSacked_y,TimesSackedYards,PasserRating,PointsPerGame_y,Score_x,RushingAttempts,RushingYards_y,RushingYardsPerAttempt_y,RushingTouchdowns,FirstDownsByRushing,TimeOfPossession_y,PointsPerGame,Score_y,PassingCompletions_y,PassingYards_y,PassingYardsPerAttempt_y,PassingTouchdowns_y,FirstDownsByPassing_y,OpponentPointsPerGame_x,OpponentScore_x,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownConversions,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneConversions,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentPenalties,OpponentPenaltyYards,OpponentTimeOfPossession_x,OpponentTurnoverDifferential,OpponentPointsPerGame_y,OpponentRushingYards_x,OpponentRushingYardsPerAttempt_x,TacklesForLoss,TacklesForLossPercentage,OpponentTimesSacked_x,OpponentTimesSackedPercentage,QuarterbackHits,QuarterbackHitsPercentage,OpponentPointsPerGame_x,OpponentScore_y,OpponentPassingCompletions_x,OpponentPassingAttempts,OpponentCompletionPercentage,OpponentPassingYards_x,OpponentPassingYardsPerAttempt_x,OpponentPassingYardsPerCompletion,OpponentPassingTouchdowns_x,OpponentPassingInterceptions,OpponentFirstDownsByPassing_x,OpponentTimesSacked_y,OpponentTimesSackedYards,OpponentPasserRating,OpponentPointsPerGame_y,OpponentScore_x,OpponentRushingAttempts,OpponentRushingYards_y,OpponentRushingYardsPerAttempt_y,OpponentRushingTouchdowns,OpponentFirstDownsByRushing,OpponentTimeOfPossession_y,OpponentPointsPerGame,OpponentScore_y,OpponentPassingCompletions_y,OpponentPassingYards_y,OpponentPassingYardsPerAttempt_y,OpponentPassingTouchdowns_y,OpponentFirstDownsByPassing_y
225,1,Saints,28.0,448,1000,6259,6.3,332,73,194,37.6,32,55,58.2,105,967,31:09,7,2017,2018,28.0,2070,4.7,66,14.9,20,3.6,56,10.1,28.0,448,386,536,72.0,4189,7.8,10.9,23,8,201,20,undefined,103,28.0,448,444,2070,4.7,23,111,31:09,28.0,448,386,4189,7.8,23,201,20.4,326,1002,5384,5.4,308,87,212,41.0,25,48,52.1,108,850,29:00,-7,20.4,1787,4.4,88,21.7,42,7.0,83,13.9,20.4,326,329,554,59.4,3597,6.5,10.9,22,20,172,42,287,77,20.4,326,406,1787,4.4,11,92,29:00,20.4,326,329,3597,6.5,22,172
226,2,Steelers,25.4,406,1051,6047,5.8,348,92,209,44.0,32,63,50.8,101,896,32:59,2,2017,2018,25.4,1667,3.8,72,16.5,24,3.9,67,10.9,25.4,406,384,590,65.1,4380,7.4,11.4,29,15,217,24,undefined,93,25.4,406,437,1667,3.8,12,96,32:59,25.4,406,384,4380,7.4,29,217,19.2,308,940,4910,5.2,270,72,199,36.2,24,39,61.5,110,1041,28:07,-2,19.2,1693,4.4,105,27.3,56,10.1,106,19.1,19.2,308,297,499,59.5,3217,6.4,10.8,20,16,157,56,393,79,19.2,308,385,1693,4.4,14,89,28:07,19.2,308,297,3217,6.4,20,157
227,3,Chargers,22.2,355,1020,6026,5.9,337,84,209,40.2,22,47,46.8,108,927,30:21,12,2017,2018,22.2,1595,3.8,78,18.6,18,3.0,74,12.3,22.2,355,366,583,62.8,4431,7.6,12.1,28,11,220,18,undefined,94,22.2,355,419,1595,3.8,11,84,30:21,22.2,355,366,4431,7.6,28,220,17.0,272,997,5254,5.3,282,86,221,38.9,13,36,36.1,109,995,30:04,-12,17.0,2098,4.9,95,22.1,43,7.6,84,14.8,17.0,272,329,524,62.8,3156,6.0,9.6,17,18,153,43,261,76,17.0,272,430,2098,4.9,11,99,30:04,17.0,272,329,3156,6.0,17,153
228,4,Chiefs,25.9,415,985,6007,6.1,322,78,199,39.2,21,50,42.0,118,1044,31:55,15,2017,2018,25.9,1903,4.7,77,19.0,37,6.4,84,14.5,25.9,415,363,543,66.9,4104,7.6,11.3,26,8,198,37,undefined,99,25.9,415,405,1903,4.7,12,95,31:55,25.9,415,363,4104,7.6,26,198,21.2,339,1044,5842,5.6,352,83,207,40.1,28,51,54.9,107,864,30:35,-15,21.2,1890,4.3,87,19.6,31,5.2,70,11.6,21.2,339,325,570,57.0,3952,6.9,12.2,23,16,204,31,179,80,21.2,339,443,1890,4.3,15,112,30:35,21.2,339,325,3952,6.9,23,204
229,5,Jaguars,26.1,417,1078,5855,5.4,332,85,227,37.4,32,50,64.0,112,936,32:19,10,2017,2018,26.1,2262,4.3,71,13.5,24,4.4,77,14.0,26.1,417,316,527,60.0,3593,6.8,11.4,21,13,193,24,undefined,83,26.1,417,527,2262,4.3,18,101,32:19,26.1,417,316,3593,6.8,21,193,16.8,268,993,4578,4.6,257,74,220,33.6,11,28,39.3,112,1050,29:42,-10,16.8,1860,4.3,105,24.5,55,9.8,113,20.0,16.8,268,289,509,56.8,2718,5.3,9.4,17,21,143,55,356,66,16.8,268,429,1860,4.3,9,91,29:42,16.8,268,289,2718,5.3,17,143
230,6,Eagles,28.6,457,1073,5852,5.5,338,96,230,41.7,36,55,65.5,116,962,33:41,11,2017,2018,28.6,2115,4.5,100,21.1,36,6.0,110,18.3,28.6,457,341,564,60.5,3737,6.6,11.0,38,9,193,36,undefined,96,28.6,457,473,2115,4.5,10,108,33:41,28.6,457,341,3737,6.6,38,193,18.4,295,976,4904,5.0,272,66,205,32.2,21,38,55.3,101,917,27:19,-11,18.4,1267,3.8,99,29.4,38,5.9,115,18.0,18.4,295,363,601,60.4,3637,6.1,10.0,24,19,177,38,246,78,18.4,295,337,1267,3.8,7,62,27:19,18.4,295,363,3637,6.1,24,177
231,7,Falcons,22.1,353,984,5837,5.9,330,88,197,44.7,27,54,50.0,102,918,30:50,-2,2017,2018,22.1,1847,4.3,67,15.6,24,4.3,87,15.7,22.1,353,343,530,64.7,3990,7.5,11.6,21,12,200,24,undefined,91,22.1,353,430,1847,4.3,13,101,30:50,22.1,353,343,3990,7.5,21,200,19.7,315,994,5094,5.1,323,75,196,38.3,22,48,45.8,103,880,30:10,2,19.7,1665,4.1,85,21.1,39,6.6,81,13.7,19.7,315,362,553,65.5,3429,6.2,9.5,22,8,197,39,296,90,19.7,315,402,1665,4.1,9,97,30:10,19.7,315,362,3429,6.2,22,197
232,8,Buccaneers,20.9,335,1034,5816,5.6,352,85,196,43.4,26,53,49.1,104,795,30:43,-1,2017,2018,20.9,1450,3.7,68,17.5,40,6.2,105,16.3,20.9,335,378,605,62.5,4366,7.2,11.6,26,14,243,40,undefined,89,20.9,335,389,1450,3.7,8,76,30:43,20.9,335,378,4366,7.2,26,243,23.9,382,1011,6049,6.0,327,104,216,48.1,29,53,54.7,109,937,31:32,1,23.9,1880,4.3,71,16.1,22,3.9,74,13.0,23.9,382,371,549,67.6,4169,7.6,11.2,22,13,202,22,137,94,23.9,382,440,1880,4.3,18,102,31:32,23.9,382,371,4169,7.6,22,202
233,9,Rams,29.9,478,1000,5784,5.8,311,88,214,41.1,38,69,55.1,107,922,30:06,7,2017,2018,29.9,1953,4.3,82,18.1,28,5.1,72,13.2,29.9,478,320,518,61.8,3831,7.4,12.0,28,7,185,28,undefined,97,29.9,478,454,1953,4.3,17,97,30:06,29.9,478,320,3831,7.4,28,185,20.6,329,1020,5434,5.3,300,86,227,37.9,27,46,58.7,102,808,30:54,-7,20.6,1959,4.7,82,19.7,48,8.0,100,16.6,20.6,329,324,555,58.4,3475,6.3,10.7,21,18,181,48,324,76,20.6,329,417,1959,4.7,15,86,30:54,20.6,329,324,3475,6.3,21,181
234,10,Vikings,23.9,382,1055,5710,5.4,334,94,216,43.5,33,57,57.9,100,949,32:26,5,2017,2018,23.9,1957,3.9,89,17.8,27,4.9,86,15.5,23.9,382,357,527,67.7,3753,7.1,10.5,25,8,196,27,undefined,98,23.9,382,501,1957,3.9,15,100,32:26,23.9,382,357,3753,7.1,25,196,15.8,252,956,4415,4.6,260,51,202,25.2,16,40,40.0,105,928,28:34,-5,15.8,1337,3.7,82,22.5,37,6.2,85,14.4,15.8,252,324,555,58.4,3078,5.5,9.5,13,14,168,37,251,71,15.8,252,364,1337,3.7,10,59,28:34,15.8,252,324,3078,5.5,13,168
235,11,49ers,20.7,331,1058,5589,5.3,321,91,234,38.9,24,51,47.1,123,988,29:16,-3,2017,2018,20.7,1664,4.1,89,21.8,43,6.6,119,18.3,20.7,331,362,607,59.6,3925,6.5,10.8,15,15,206,43,undefined,77,20.7,331,408,1664,4.1,15,88,29:16,20.7,331,362,3925,6.5,15,206,23.9,383,1065,5625,5.3,343,95,221,43.0,34,57,59.6,97,791,32:51,3,23.9,1861,3.8,90,18.3,30,5.2,102,17.8,23.9,383,344,544,63.2,3764,6.9,10.9,27,10,198,30,179,92,23.9,383,491,1861,3.8,13,108,32:51,23.9,383,344,3764,6.9,27,198
236,12,Lions,25.6,410,980,5404,5.5,296,81,209,38.8,26,46,56.5,104,968,30:48,10,2017,2018,25.6,1221,3.4,111,30.6,47,7.6,92,14.9,25.6,410,374,570,65.6,4183,7.3,11.2,29,11,210,47,undefined,96,25.6,410,363,1221,3.4,10,58,30:48,25.6,410,374,4183,7.3,29,210,23.5,376,1037,5692,5.5,350,74,194,38.1,34,55,61.8,110,971,30:12,-10,23.5,1800,4.2,84,19.4,35,5.8,95,15.7,23.5,376,366,570,64.2,3892,6.8,10.6,21,19,205,35,228,82,23.5,376,432,1800,4.2,18,110,30:12,23.5,376,366,3892,6.8,21,205
237,13,Cowboys,22.1,354,1005,5311,5.3,314,87,203,42.9,31,52,59.6,97,939,30:12,-1,2017,2018,22.1,2170,4.5,75,15.6,32,6.1,80,15.2,22.1,354,309,493,62.7,3141,6.4,10.2,22,13,162,32,undefined,85,22.1,354,480,2170,4.5,18,127,30:12,22.1,354,309,3141,6.4,22,162,20.8,332,1000,5089,5.1,312,90,210,42.9,28,49,57.1,107,880,30:48,1,20.8,1664,4.1,100,24.8,38,6.4,98,16.4,20.8,332,371,559,66.4,3425,6.1,9.2,28,10,181,38,321,92,20.8,332,403,1664,4.1,7,96,30:48,20.8,332,371,3425,6.1,28,181
238,14,Seahawks,22.9,366,1007,5286,5.2,299,79,212,37.3,25,45,55.6,148,1342,29:19,8,2017,2018,22.9,1629,4.0,97,23.7,43,7.2,124,20.7,22.9,366,340,555,61.3,3657,6.6,10.8,34,12,183,43,undefined,92,22.9,366,409,1629,4.0,4,85,29:19,22.9,366,340,3657,6.6,34,183,20.8,332,1045,5171,4.9,316,85,222,38.3,20,42,47.6,102,878,31:41,-8,20.8,1824,4.0,92,20.4,39,6.6,112,18.9,20.8,332,325,554,58.7,3347,6.0,10.3,19,14,181,39,269,77,20.8,332,452,1824,4.0,14,90,31:41,20.8,332,325,3347,6.0,19,181
239,15,Redskins,21.4,342,982,5199,5.3,278,66,204,32.4,25,46,54.3,92,732,30:45,-4,2017,2018,21.4,1448,3.6,96,23.9,41,7.1,103,17.7,21.4,342,347,540,64.3,3751,6.9,10.8,27,13,191,41,undefined,91,21.4,342,401,1448,3.6,10,66,30:45,21.4,342,347,3751,6.9,27,191,24.2,388,1045,5566,5.3,307,83,226,36.7,29,57,50.9,100,887,30:25,4,24.2,2146,4.5,78,16.5,42,7.3,107,18.7,24.2,388,306,531,57.6,3420,6.4,11.2,23,16,171,42,272,79,24.2,388,472,2146,4.5,13,105,30:25,24.2,388,306,3420,6.4,23,171
240,16,Broncos,18.1,289,1075,5185,4.8,297,94,241,39.0,19,48,39.6,113,885,31:28,-17,2017,2018,18.1,1854,4.1,89,19.5,53,8.6,105,17.0,18.1,289,332,566,58.7,3331,5.9,10.0,19,22,180,53,undefined,70,18.1,289,456,1854,4.1,8,92,31:28,18.1,289,332,3331,5.9,19,180,23.9,382,952,4640,4.9,266,66,209,31.6,24,41,58.5,89,821,29:32,17,23.9,1430,3.3,81,18.9,33,6.3,78,14.9,23.9,382,294,491,59.9,3210,6.5,10.9,29,10,166,33,175,90,23.9,382,428,1430,3.3,9,68,29:32,23.9,382,294,3210,6.5,29,166
241,17,Raiders,18.8,301,952,5185,5.4,287,82,204,40.2,20,34,58.8,114,1009,29:53,-14,2017,2018,18.8,1554,4.2,73,19.7,24,4.1,54,9.3,18.8,301,347,558,62.2,3631,6.5,10.5,23,14,178,24,undefined,84,18.8,301,370,1554,4.2,13,78,29:53,18.8,301,347,3631,6.5,23,178,23.3,373,994,5601,5.6,304,88,215,40.9,23,48,47.9,102,944,31:07,14,23.3,1743,4.0,87,20.1,31,5.5,76,13.5,23.3,373,361,530,68.1,3858,7.3,10.7,24,5,187,31,188,100,23.3,373,433,1743,4.0,12,93,31:07,23.3,373,361,3858,7.3,24,187
242,18,Panthers,22.7,363,1026,5179,5.0,320,93,222,41.9,28,52,53.8,83,682,32:17,-1,2017,2018,22.7,2102,4.3,85,17.3,35,6.5,72,13.4,22.7,363,293,501,58.5,3077,6.1,10.5,22,16,167,35,undefined,78,22.7,363,490,2102,4.3,15,121,32:17,22.7,363,293,3077,6.1,22,167,20.4,327,953,5074,5.3,282,78,206,37.9,21,44,47.7,101,867,28:43,1,20.4,1409,4.0,91,25.8,50,8.3,102,17.0,20.4,327,351,550,63.8,3665,6.7,10.4,25,10,187,50,304,91,20.4,327,353,1409,4.0,7,69,28:43,20.4,327,351,3665,6.7,25,187
243,19,Texans,21.1,338,1027,5120,5.0,313,76,209,36.4,22,42,52.4,124,1050,30:06,-12,2017,2018,21.1,1842,4.1,96,21.4,54,9.3,124,21.4,21.1,338,299,525,57.0,3278,6.2,11.0,28,17,180,54,undefined,80,21.1,338,448,1842,4.1,8,86,30:06,21.1,338,299,3278,6.2,28,180,27.2,436,973,5546,5.7,301,71,201,35.3,33,54,61.1,122,1128,30:54,12,27.2,1747,4.0,95,21.6,32,6.0,74,13.9,27.2,436,321,501,64.1,3799,7.6,11.8,30,11,176,32,200,98,27.2,436,440,1747,4.0,14,88,30:54,27.2,436,321,3799,7.6,30,176
244,20,Giants,15.4,246,1036,5028,4.9,271,74,227,32.6,19,39,48.7,91,895,29:42,-3,2017,2018,15.4,1549,3.9,82,20.8,34,5.3,71,11.1,15.4,246,373,608,61.3,3479,5.7,9.3,20,14,178,34,undefined,78,15.4,246,394,1549,3.9,6,66,29:42,15.4,246,373,3479,5.7,20,178,24.2,388,1052,5971,5.7,313,88,222,39.6,29,53,54.7,115,923,32:49,3,24.2,1933,4.2,79,17.0,27,4.6,67,11.4,24.2,388,347,561,61.9,4038,7.2,11.6,32,13,189,27,161,93,24.2,388,464,1933,4.2,10,101,32:49,24.2,388,347,4038,7.2,32,189
245,21,Cardinals,18.4,295,1059,5026,4.7,310,82,233,35.2,20,48,41.7,110,880,31:10,-4,2017,2018,18.4,1386,3.4,99,24.2,52,8.0,120,18.5,18.4,295,339,598,56.7,3640,6.1,10.7,21,18,200,52,undefined,74,18.4,295,409,1386,3.4,6,66,31:10,18.4,295,339,3640,6.1,21,200,22.6,361,1007,4975,4.9,283,80,224,35.7,27,46,58.7,129,1128,30:33,4,22.6,1434,3.5,94,23.2,37,6.2,100,16.6,22.6,361,343,564,60.8,3541,6.3,10.3,24,15,187,37,255,82,22.6,361,406,1434,3.5,12,68,30:33,22.6,361,343,3541,6.3,24,187
246,22,Titans,20.9,334,974,5024,5.2,290,71,202,35.1,21,40,52.5,85,785,30:06,-4,2017,2018,20.9,1833,4.1,84,19.0,35,6.6,76,14.3,20.9,334,306,496,61.7,3191,6.4,10.4,14,17,157,35,undefined,75,20.9,334,443,1833,4.1,18,97,30:06,20.9,334,306,3191,6.4,14,157,22.2,356,1046,5248,5.0,323,78,214,36.4,27,56,48.2,119,942,30:24,4,22.2,1420,3.6,80,20.1,43,6.6,91,14.0,22.2,356,369,605,61.0,3828,6.3,10.4,27,12,231,43,272,86,22.2,356,398,1420,3.6,5,68,30:24,22.2,356,369,3828,6.3,27,231
247,23,Browns,14.6,234,1008,4942,4.9,290,73,216,33.8,19,39,48.7,110,924,28:12,-28,2017,2018,14.6,1714,4.5,94,24.5,50,8.0,130,20.8,14.6,234,312,574,54.4,3228,5.6,10.3,15,28,157,50,undefined,59,14.6,234,384,1714,4.5,11,97,28:12,14.6,234,312,3228,5.6,15,157,25.6,410,1026,5250,5.1,315,91,224,40.6,31,46,67.4,101,905,33:37,28,25.6,1566,3.4,108,23.1,34,6.1,74,13.2,25.6,410,360,525,68.6,3684,7.0,10.2,28,7,189,34,197,101,25.6,410,467,1566,3.4,14,95,33:37,25.6,410,360,3684,7.0,28,189
248,24,Dolphins,17.6,281,995,4923,4.9,284,64,202,31.7,20,38,52.6,137,1154,29:25,-14,2017,2018,17.6,1388,3.9,96,26.7,33,5.2,79,12.4,17.6,281,373,602,62.0,3535,5.9,9.5,24,21,187,33,undefined,77,17.6,281,360,1388,3.9,4,66,29:25,17.6,281,373,3535,5.9,24,187,24.6,393,989,5371,5.4,319,75,203,36.9,32,51,62.7,122,1077,31:35,14,24.6,1768,4.1,78,18.1,30,5.4,90,16.1,24.6,393,339,528,64.2,3603,6.8,10.6,26,9,190,30,185,93,24.6,393,431,1768,4.1,14,88,31:35,24.6,393,339,3603,6.8,26,190
249,25,Packers,20.0,320,999,4891,4.9,307,83,211,39.3,26,42,61.9,96,789,29:09,-3,2017,2018,20.0,1724,4.5,73,18.9,51,8.3,110,17.9,20.0,320,352,562,62.6,3167,5.6,9.0,25,18,176,51,undefined,79,20.0,320,386,1724,4.5,13,99,29:09,20.0,320,352,3167,5.6,25,176,24.0,384,1014,5582,5.5,331,89,208,42.8,30,46,65.2,94,832,32:38,3,24.0,1793,3.9,101,21.8,37,6.7,83,15.1,24.0,384,348,513,67.8,3789,7.4,10.9,30,11,211,37,252,100,24.0,384,464,1793,3.9,10,95,32:38,24.0,384,348,3789,7.4,30,211
250,26,Ravens,24.7,395,1054,4886,4.6,311,76,223,34.1,30,52,57.7,91,749,31:53,17,2017,2018,24.7,1856,4.0,97,21.1,27,4.5,60,10.1,24.7,395,363,567,64.0,3030,5.3,8.3,20,13,168,27,undefined,80,24.7,395,460,1856,4.0,14,111,31:53,24.7,395,363,3030,5.3,20,168,18.9,303,1045,5201,5.0,296,82,222,36.9,22,45,48.9,96,807,30:37,-17,18.9,1780,4.1,96,22.1,41,6.7,98,16.1,18.9,303,333,569,58.5,3421,6.0,10.3,18,22,179,41,280,70,18.9,303,435,1780,4.1,12,87,30:37,18.9,303,333,3421,6.0,18,179
251,27,Jets,18.6,298,984,4884,5.0,269,81,228,35.5,18,33,54.5,119,1035,30:13,-4,2017,2018,18.6,1702,4.0,108,25.3,47,8.4,96,17.2,18.6,298,323,510,63.3,3182,6.2,9.9,19,12,157,47,undefined,83,18.6,298,427,1702,4.0,13,77,30:13,18.6,298,323,3182,6.2,19,157,23.9,382,1052,5636,5.4,329,82,221,37.1,29,52,55.8,114,981,30:23,4,23.9,1887,4.0,81,17.4,28,4.8,94,16.0,23.9,382,329,558,59.0,3749,6.7,11.4,30,11,191,28,155,89,23.9,382,466,1887,4.0,13,88,30:23,23.9,382,329,3749,6.7,30,191
252,28,Bills,18.9,302,1010,4842,4.8,278,101,241,41.9,23,44,52.3,98,872,28:20,9,2017,2018,18.9,2017,4.1,114,23.4,47,9.0,93,17.8,18.9,302,289,476,60.7,2825,5.9,9.8,16,10,149,47,undefined,80,18.9,302,487,2017,4.1,12,105,28:20,18.9,302,289,2825,5.9,16,149,22.4,359,1066,5682,5.3,348,82,214,38.3,30,57,52.6,97,873,32:11,-9,22.4,1994,4.3,79,17.0,27,4.5,69,11.5,22.4,359,370,573,64.6,3688,6.4,10.0,14,18,199,27,156,78,22.4,359,466,1994,4.3,22,121,32:11,22.4,359,370,3688,6.4,14,199
253,29,Bears,16.5,264,934,4599,4.9,267,71,205,34.6,20,33,60.6,115,943,29:58,0,2017,2018,16.5,1788,4.2,113,26.8,39,7.6,82,16.0,16.5,264,291,473,61.5,2811,5.9,9.7,13,12,144,39,undefined,77,16.5,264,422,1788,4.2,13,93,29:58,16.5,264,291,2811,5.9,13,144,20.0,320,1003,5106,5.1,298,86,219,39.3,24,49,49.0,118,910,32:38,0,20.0,1730,4.0,78,18.1,42,7.4,97,17.0,20.0,320,343,529,64.8,3376,6.4,9.8,18,8,180,42,277,88,20.0,320,432,1730,4.0,11,85,32:38,20.0,320,343,3376,6.4,18,180
254,30,Colts,16.4,263,994,4553,4.6,267,87,228,38.2,16,40,40.0,92,779,30:41,5,2017,2018,16.4,1661,3.7,106,23.5,56,10.3,128,23.6,16.4,263,285,487,58.5,2892,5.9,10.1,13,9,148,56,undefined,77,16.4,263,451,1661,3.7,11,94,30:41,16.4,263,285,2892,5.9,13,148,25.2,404,1026,5873,5.7,324,97,217,44.7,27,51,52.9,102,822,31:29,-5,25.2,1929,4.0,79,16.2,26,4.8,75,13.9,25.2,404,320,513,62.4,3944,7.7,12.3,23,13,192,26,179,90,25.2,404,487,1929,4.0,15,99,31:29,25.2,404,320,3944,7.7,23,192
255,31,Bengals,18.1,290,927,4488,4.8,267,67,199,33.7,24,43,55.8,110,1027,27:18,-9,2017,2018,18.1,1366,3.6,95,25.2,40,7.3,63,11.5,18.1,290,304,510,59.6,3122,6.1,10.3,25,12,165,40,undefined,84,18.1,290,377,1366,3.6,6,72,27:18,18.1,290,304,3122,6.1,25,165,21.8,349,1091,5425,5.0,325,98,241,40.7,26,56,46.4,106,906,33:55,9,21.8,2046,4.2,99,20.2,41,6.8,98,16.3,21.8,349,336,561,59.9,3379,6.0,10.1,20,11,173,41,278,81,21.8,349,489,2046,4.2,13,111,33:55,21.8,349,336,3379,6.0,20,173
